In traditional Chinese weddings, the color of wedding dress is usually red.	In traditional Chinese weddings, the color of the bridal dress is usually red.	In traditional Chinese weddings, the color of the bridal dress is usually red.
In traditional Chinese weddings, the color of wedding dress is usually red.	In traditional Chinese weddings, the colour of the wedding dress is usually red.	In traditional Chinese weddings, the color of the wedding dress is usually red.
In traditional Chinese weddings, the color of wedding dress is usually red.	In traditional Chinese weddings the colour of the wedding dress is usually red.	In traditional Chinese weddings the color of the wedding dress is usually red.
In traditional Chinese weddings, the color of wedding dress is usually red.	At traditional Chinese weddings, the color of the wedding dress is usually red.	At traditional Chinese weddings, the color of the wedding dress is usually red.
In traditional Chinese funerals, the color of people’s dressing is usually white.	At traditional Chinese funerals, the colour of clothing is usually white.	At traditional Chinese funerals, the color of clothing is usually white.
In traditional Chinese funerals, the color of people’s dressing is usually white.	At traditional Chinese funerals, the colour of the clothing is usually white.	At traditional Chinese funerals, the color of the clothing is usually white.
In traditional Chinese funerals, the color of people’s dressing is usually white.	At traditional Chinese funerals, the colour of people's clothing is usually white.	At traditional Chinese funerals, the colour of people's clothing is usually white.
In traditional Chinese funerals, the color of people’s dressing is usually white.	At traditional Chinese funerals, the color of people's clothing is usually white.	At traditional Chinese funerals, the color of people's clothing is usually white.
In China, weddings usually last for less than one day.	In China, weddings generally last less than a day.	In China, wedding ceremony generally lasts less than a day.
In China, weddings usually last for less than one day.	In China, weddings normally last less than a day.	In China, wedding ceremony normally lasts less than a day.
In China, weddings usually last for less than one day.	In China, weddings usually last less than a day.	In China, wedding ceremony usually lasts less than a day.
In China, weddings usually last for less than one day.	In China, weddings typically last less than one day.	In China, wedding ceremony typically lasts less than one day.
